Region/Country/Area,,Year,Series,Value
368,Iraq,2010,"Safely managed drinking water sources, total (Proportion of population with access)",55
368,Iraq,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",34.9
368,Iraq,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",32.8
368,Iraq,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",34.3
368,Iraq,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",63.7
368,Iraq,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",42.8
368,Iraq,2015,"Safely managed drinking water sources, total (Proportion of population with access)",57.4
368,Iraq,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",43.1
368,Iraq,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",38.4
368,Iraq,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",41.7
368,Iraq,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",64.6
368,Iraq,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",47.6
368,Iraq,2022,"Safely managed drinking water sources, total (Proportion of population with access)",59.7
368,Iraq,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",54.7
368,Iraq,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",48
368,Iraq,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",52.8
372,Ireland,2010,"Safely managed drinking water sources, total (Proportion of population with access)",92.1
372,Ireland,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",70.1
372,Ireland,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",68.5
372,Ireland,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",69.5
372,Ireland,2015,"Safely managed drinking water sources, total (Proportion of population with access)",95.3
372,Ireland,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",81.8
372,Ireland,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",70.7
372,Ireland,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",77.7
372,Ireland,2022,"Safely managed drinking water sources, total (Proportion of population with access)",96
372,Ireland,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",84.8
372,Ireland,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",70.7
372,Ireland,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",79.8
833,Isle of Man,2010,"Safely managed drinking water sources, total (Proportion of population with access)",96.7
833,Isle of Man,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",84.8
833,Isle of Man,2015,"Safely managed drinking water sources, total (Proportion of population with access)",97.3
833,Isle of Man,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",84.8
833,Isle of Man,2022,"Safely managed drinking water sources, total (Proportion of population with access)",99.7
833,Isle of Man,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",84.8
376,Israel,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",99.7
376,Israel,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",99.5
376,Israel,2010,"Safely managed drinking water sources, total (Proportion of population with access)",99.6
376,Israel,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",87.5
376,Israel,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",85.7
376,Israel,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",87.4
376,Israel,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",99.6
376,Israel,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",99.4
376,Israel,2015,"Safely managed drinking water sources, total (Proportion of population with access)",99.6
376,Israel,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",91.2
376,Israel,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",89.1
376,Israel,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",91
376,Israel,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",99.5
376,Israel,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",99.4
376,Israel,2022,"Safely managed drinking water sources, total (Proportion of population with access)",99.5
376,Israel,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",96.4
376,Israel,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",93.8
376,Israel,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",96.3
380,Italy,2010,"Safely managed drinking water sources, total (Proportion of population with access)",95.4
380,Italy,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",79.4
380,Italy,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",78.1
380,Italy,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",79
380,Italy,2015,"Safely managed drinking water sources, total (Proportion of population with access)",94.3
380,Italy,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",79.4
380,Italy,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",78.1
380,Italy,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",79
380,Italy,2022,"Safely managed drinking water sources, total (Proportion of population with access)",92.7
380,Italy,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",79.4
380,Italy,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",78.1
380,Italy,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",79
392,Japan,2010,"Safely managed drinking water sources, total (Proportion of population with access)",98.1
392,Japan,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",97.9
392,Japan,2015,"Safely managed drinking water sources, total (Proportion of population with access)",98.4
392,Japan,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",98.6
392,Japan,2022,"Safely managed drinking water sources, total (Proportion of population with access)",98.7
392,Japan,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",99.1
400,Jordan,2010,"Safely managed drinking water sources, total (Proportion of population with access)",64
400,Jordan,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",83.8
400,Jordan,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",79.4
400,Jordan,2015,"Safely managed drinking water sources, total (Proportion of population with access)",74.8
400,Jordan,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",84.1
400,Jordan,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",81.3
400,Jordan,2022,"Safely managed drinking water sources, total (Proportion of population with access)",85.7
400,Jordan,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",84.4
400,Jordan,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",82.3
398,Kazakhstan,2010,"Safely managed drinking water sources, total (Proportion of population with access)",77.9
398,Kazakhstan,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",86.9
398,Kazakhstan,2015,"Safely managed drinking water sources, total (Proportion of population with access)",86.1
398,Kazakhstan,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",85.3
398,Kazakhstan,2021,"Safely managed drinking water sources, total (Proportion of population with access)",89.4
398,Kazakhstan,2021,"Safely managed sanitation facilities, urban (Proportion of population with access)",84.3
398,Kazakhstan,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",84.3
404,Kenya,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",24.1
404,Kenya,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",28.9
404,Kenya,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",27.8
404,Kenya,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",25.7
404,Kenya,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",30.6
404,Kenya,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",29.3
404,Kenya,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",27.9
404,Kenya,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",33
404,Kenya,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",31.5
296,Kiribati,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",18.4
296,Kiribati,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",5.8
296,Kiribati,2010,"Safely managed drinking water sources, total (Proportion of population with access)",11.8
296,Kiribati,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",24.9
296,Kiribati,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",19.6
296,Kiribati,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",22.1
296,Kiribati,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",19.2
296,Kiribati,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",6.1
296,Kiribati,2015,"Safely managed drinking water sources, total (Proportion of population with access)",12.9
296,Kiribati,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",24.8
296,Kiribati,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",21.9
296,Kiribati,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",23.4
296,Kiribati,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",20.4
296,Kiribati,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",6.5
296,Kiribati,2022,"Safely managed drinking water sources, total (Proportion of population with access)",14.4
296,Kiribati,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",24.6
296,Kiribati,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",25.1
296,Kiribati,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",24.8
414,Kuwait,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",100
414,Kuwait,2010,"Safely managed drinking water sources, total (Proportion of population with access)",100
414,Kuwait,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",100
414,Kuwait,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",100
414,Kuwait,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",100
414,Kuwait,2015,"Safely managed drinking water sources, total (Proportion of population with access)",100
414,Kuwait,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",100
414,Kuwait,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",100
414,Kuwait,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",100
414,Kuwait,2022,"Safely managed drinking water sources, total (Proportion of population with access)",100
414,Kuwait,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",100
414,Kuwait,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",100
417,Kyrgyzstan,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",87.6
417,Kyrgyzstan,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",41.2
417,Kyrgyzstan,2010,"Safely managed drinking water sources, total (Proportion of population with access)",57.6
417,Kyrgyzstan,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",81.5
417,Kyrgyzstan,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",93.5
417,Kyrgyzstan,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",89.2
417,Kyrgyzstan,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",90.6
417,Kyrgyzstan,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",53.7
417,Kyrgyzstan,2015,"Safely managed drinking water sources, total (Proportion of population with access)",66.9
417,Kyrgyzstan,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",83.6
417,Kyrgyzstan,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",95.8
417,Kyrgyzstan,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",91.4
417,Kyrgyzstan,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",91.8
417,Kyrgyzstan,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",67.3
417,Kyrgyzstan,2022,"Safely managed drinking water sources, total (Proportion of population with access)",76.5
417,Kyrgyzstan,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",86.3
417,Kyrgyzstan,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",96.5
417,Kyrgyzstan,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",92.6
418,Lao People's Dem. Rep.,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",24.3
418,Lao People's Dem. Rep.,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",9.2
418,Lao People's Dem. Rep.,2010,"Safely managed drinking water sources, total (Proportion of population with access)",13.7
418,Lao People's Dem. Rep.,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",55.5
418,Lao People's Dem. Rep.,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",39.1
418,Lao People's Dem. Rep.,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",44
418,Lao People's Dem. Rep.,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",25.8
418,Lao People's Dem. Rep.,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",11
418,Lao People's Dem. Rep.,2015,"Safely managed drinking water sources, total (Proportion of population with access)",15.9
418,Lao People's Dem. Rep.,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",60.4
418,Lao People's Dem. Rep.,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",50.7
418,Lao People's Dem. Rep.,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",53.9
418,Lao People's Dem. Rep.,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",27
418,Lao People's Dem. Rep.,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",12.4
418,Lao People's Dem. Rep.,2022,"Safely managed drinking water sources, total (Proportion of population with access)",17.9
418,Lao People's Dem. Rep.,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",63.3
418,Lao People's Dem. Rep.,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",59.8
418,Lao People's Dem. Rep.,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",61.1
428,Latvia,2010,"Safely managed drinking water sources, total (Proportion of population with access)",93.7
428,Latvia,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",72.7
428,Latvia,2015,"Safely managed drinking water sources, total (Proportion of population with access)",95.1
428,Latvia,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",78.6
428,Latvia,2021,"Safely managed drinking water sources, total (Proportion of population with access)",96.8
428,Latvia,2021,"Safely managed sanitation facilities, total (Proportion of population with access)",85.2
428,Latvia,2022,"Safely managed drinking water sources, total (Proportion of population with access)",97.1
422,Lebanon,2010,"Safely managed drinking water sources, total (Proportion of population with access)",45.7
422,Lebanon,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",21.8
422,Lebanon,2015,"Safely managed drinking water sources, total (Proportion of population with access)",46.9
422,Lebanon,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",24.3
422,Lebanon,2022,"Safely managed drinking water sources, total (Proportion of population with access)",47.7
422,Lebanon,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",25.7
426,Lesotho,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",59.1
426,Lesotho,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",5
426,Lesotho,2010,"Safely managed drinking water sources, total (Proportion of population with access)",18.4
426,Lesotho,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",28.4
426,Lesotho,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",28.6
426,Lesotho,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",28.6
426,Lesotho,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",66.2
426,Lesotho,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",7
426,Lesotho,2015,"Safely managed drinking water sources, total (Proportion of population with access)",23
426,Lesotho,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",34
426,Lesotho,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",40
426,Lesotho,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",38.4
426,Lesotho,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",72.6
426,Lesotho,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",9.2
426,Lesotho,2022,"Safely managed drinking water sources, total (Proportion of population with access)",28.2
426,Lesotho,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",39.4
426,Lesotho,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",51
426,Lesotho,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",47.5
434,Libya,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",25.1
434,Libya,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",24.1
434,Libya,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",23.8
438,Liechtenstein,2010,"Safely managed drinking water sources, total (Proportion of population with access)",100
438,Liechtenstein,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",96.2
438,Liechtenstein,2015,"Safely managed drinking water sources, total (Proportion of population with access)",100
438,Liechtenstein,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",96.2
438,Liechtenstein,2022,"Safely managed drinking water sources, total (Proportion of population with access)",100
438,Liechtenstein,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",96.2
440,Lithuania,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",96.9
440,Lithuania,2010,"Safely managed drinking water sources, total (Proportion of population with access)",82.5
440,Lithuania,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",90.3
440,Lithuania,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",72.8
440,Lithuania,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",84.5
440,Lithuania,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",98.8
440,Lithuania,2015,"Safely managed drinking water sources, total (Proportion of population with access)",92.3
440,Lithuania,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",94.4
440,Lithuania,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",80.9
440,Lithuania,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",90
440,Lithuania,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",99.3
440,Lithuania,2022,"Safely managed drinking water sources, total (Proportion of population with access)",95
440,Lithuania,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",97.5
440,Lithuania,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",90.5
440,Lithuania,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",95.3
442,Luxembourg,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",99.8
442,Luxembourg,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",100
442,Luxembourg,2010,"Safely managed drinking water sources, total (Proportion of population with access)",99.8
442,Luxembourg,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",93.3
442,Luxembourg,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",85.9
442,Luxembourg,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",92.5
442,Luxembourg,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",99.8
442,Luxembourg,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",98
442,Luxembourg,2015,"Safely managed drinking water sources, total (Proportion of population with access)",99.6
442,Luxembourg,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",94.3
442,Luxembourg,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",86.6
442,Luxembourg,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",93.5
442,Luxembourg,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",99.8
442,Luxembourg,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",96.5
442,Luxembourg,2022,"Safely managed drinking water sources, total (Proportion of population with access)",99.5
442,Luxembourg,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",96.4
442,Luxembourg,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",88.5
442,Luxembourg,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",95.8
450,Madagascar,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",28.4
450,Madagascar,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",6.7
450,Madagascar,2010,"Safely managed drinking water sources, total (Proportion of population with access)",13.7
450,Madagascar,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",11.2
450,Madagascar,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",5.4
450,Madagascar,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",7.2
450,Madagascar,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",33.6
450,Madagascar,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",8.6
450,Madagascar,2015,"Safely managed drinking water sources, total (Proportion of population with access)",17.4
450,Madagascar,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",13.3
450,Madagascar,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",7.2
450,Madagascar,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",9.3
450,Madagascar,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",41.3
450,Madagascar,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",9.6
450,Madagascar,2022,"Safely managed drinking water sources, total (Proportion of population with access)",22.2
450,Madagascar,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",16.3
450,Madagascar,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",9.7
450,Madagascar,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",12.3
454,Malawi,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",43.7
454,Malawi,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",5.1
454,Malawi,2010,"Safely managed drinking water sources, total (Proportion of population with access)",11.1
454,Malawi,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",26
454,Malawi,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",20
454,Malawi,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",20.9
454,Malawi,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",47.3
454,Malawi,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",7
454,Malawi,2015,"Safely managed drinking water sources, total (Proportion of population with access)",13.6
454,Malawi,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",32.4
454,Malawi,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",31.5
454,Malawi,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",31.6
454,Malawi,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",52.4
454,Malawi,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",10.2
454,Malawi,2022,"Safely managed drinking water sources, total (Proportion of population with access)",17.8
454,Malawi,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",41.2
454,Malawi,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",47.3
454,Malawi,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",46.2
458,Malaysia,2010,"Safely managed drinking water sources, total (Proportion of population with access)",93.3
458,Malaysia,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",78.6
458,Malaysia,2015,"Safely managed drinking water sources, total (Proportion of population with access)",93.6
458,Malaysia,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",81.2
458,Malaysia,2022,"Safely managed drinking water sources, total (Proportion of population with access)",93.9
458,Malaysia,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",86
466,Mali,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",6.5
466,Mali,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",11.5
466,Mali,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",9.7
466,Mali,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",6.9
466,Mali,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",15.9
466,Mali,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",12.3
466,Mali,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",7.5
466,Mali,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",22.9
466,Mali,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",15.9
470,Malta,2010,"Safely managed drinking water sources, total (Proportion of population with access)",100
470,Malta,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",93.3
470,Malta,2015,"Safely managed drinking water sources, total (Proportion of population with access)",99.9
470,Malta,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",89
470,Malta,2022,"Safely managed drinking water sources, total (Proportion of population with access)",99.8
470,Malta,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",88.2
474,Martinique,2010,"Safely managed drinking water sources, total (Proportion of population with access)",99.2
474,Martinique,2015,"Safely managed drinking water sources, total (Proportion of population with access)",99
474,Martinique,2022,"Safely managed drinking water sources, total (Proportion of population with access)",98.8
175,Mayotte,2010,"Safely managed drinking water sources, total (Proportion of population with access)",79.1
175,Mayotte,2015,"Safely managed drinking water sources, total (Proportion of population with access)",90.6
175,Mayotte,2022,"Safely managed drinking water sources, total (Proportion of population with access)",92.5
484,Mexico,2010,"Safely managed drinking water sources, total (Proportion of population with access)",41.3
484,Mexico,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",35.5
484,Mexico,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",34.2
484,Mexico,2015,"Safely managed drinking water sources, total (Proportion of population with access)",42.2
484,Mexico,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",47.4
484,Mexico,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",45.5
484,Mexico,2022,"Safely managed drinking water sources, total (Proportion of population with access)",43
484,Mexico,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",65.1
484,Mexico,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",62.5
492,Monaco,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",100
492,Monaco,2010,"Safely managed drinking water sources, total (Proportion of population with access)",100
492,Monaco,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",100
492,Monaco,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",100
492,Monaco,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",100
492,Monaco,2015,"Safely managed drinking water sources, total (Proportion of population with access)",100
492,Monaco,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",100
492,Monaco,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",100
492,Monaco,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",100
492,Monaco,2022,"Safely managed drinking water sources, total (Proportion of population with access)",100
492,Monaco,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",100
492,Monaco,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",100
496,Mongolia,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",40
496,Mongolia,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",5.1
496,Mongolia,2010,"Safely managed drinking water sources, total (Proportion of population with access)",28.7
496,Mongolia,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",62
496,Mongolia,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",35.9
496,Mongolia,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",53.5
496,Mongolia,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",44.6
496,Mongolia,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",7.9
496,Mongolia,2015,"Safely managed drinking water sources, total (Proportion of population with access)",33
496,Mongolia,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",66.1
496,Mongolia,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",44.5
496,Mongolia,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",59.2
496,Mongolia,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",51.3
496,Mongolia,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",12.7
496,Mongolia,2022,"Safely managed drinking water sources, total (Proportion of population with access)",39.3
496,Mongolia,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",70.3
496,Mongolia,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",56.3
496,Mongolia,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",66
499,Montenegro,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",87
499,Montenegro,2010,"Safely managed drinking water sources, total (Proportion of population with access)",84.3
499,Montenegro,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",31.8
499,Montenegro,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",35.3
499,Montenegro,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",33.1
