Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value
368,Iraq,2015,Major trading partner 2 (% of imports),China,,9
368,Iraq,2020,Major trading partner 2 (% of imports),China,,6.7
368,Iraq,2023,Major trading partner 2 (% of imports),China,,20.3
368,Iraq,2015,Major trading partner 3 (% of exports),United States,,8.5
368,Iraq,2020,Major trading partner 3 (% of exports),United States,,5
368,Iraq,2023,Major trading partner 3 (% of exports),United States,,7.4
368,Iraq,2015,Major trading partner 3 (% of imports),Türkiye,,1
368,Iraq,2020,Major trading partner 3 (% of imports),Türkiye,,5.6
368,Iraq,2023,Major trading partner 3 (% of imports),Türkiye,,18.1
372,Ireland,2015,Major trading partner 1 (% of exports),United States,,23.9
372,Ireland,2020,Major trading partner 1 (% of exports),United States,,31.2
372,Ireland,2023,Major trading partner 1 (% of exports),United States,,27.6
372,Ireland,2015,Major trading partner 1 (% of imports),United Kingdom,,25.7
372,Ireland,2020,Major trading partner 1 (% of imports),United Kingdom,,23.1
372,Ireland,2023,Major trading partner 1 (% of imports),United Kingdom,,18.8
372,Ireland,2015,Major trading partner 2 (% of exports),United Kingdom,,13.8
372,Ireland,2020,Major trading partner 2 (% of exports),United Kingdom,,9.1
372,Ireland,2023,Major trading partner 2 (% of exports),United Kingdom,,11.4
372,Ireland,2015,Major trading partner 2 (% of imports),United States,,15.6
372,Ireland,2020,Major trading partner 2 (% of imports),United States,,15.5
372,Ireland,2023,Major trading partner 2 (% of imports),United States,,16.5
372,Ireland,2015,Major trading partner 3 (% of exports),Germany,,6.7
372,Ireland,2020,Major trading partner 3 (% of exports),Germany,,10.8
372,Ireland,2023,Major trading partner 3 (% of exports),Germany,,10.4
372,Ireland,2015,Major trading partner 3 (% of imports),France,,12.4
372,Ireland,2020,Major trading partner 3 (% of imports),France,,11.4
372,Ireland,2023,Major trading partner 3 (% of imports),France,,12.3
376,Israel,2015,Major trading partner 1 (% of exports),United States,,31.5
376,Israel,2020,Major trading partner 1 (% of exports),United States,,30.7
376,Israel,2023,Major trading partner 1 (% of exports),United States,,27.5
376,Israel,2015,Major trading partner 1 (% of imports),China,,9.3
376,Israel,2020,Major trading partner 1 (% of imports),China,,11.1
376,Israel,2023,Major trading partner 1 (% of imports),China,,17.8
376,Israel,2015,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,0.7
376,Israel,2020,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,0.7
376,Israel,2023,Major trading partner 2 (% of exports),Areas nes,Areas not elsewhere specified.,8.1
376,Israel,2015,Major trading partner 2 (% of imports),Areas nes,,9.5
376,Israel,2020,Major trading partner 2 (% of imports),Areas nes,,1.5
376,Israel,2023,Major trading partner 2 (% of imports),Areas nes,,12
376,Israel,2015,Major trading partner 3 (% of exports),China,,5.1
376,Israel,2020,Major trading partner 3 (% of exports),China,,8.5
376,Israel,2023,Major trading partner 3 (% of exports),China,,5.5
376,Israel,2015,Major trading partner 3 (% of imports),United States,,13
376,Israel,2020,Major trading partner 3 (% of imports),United States,,12.7
376,Israel,2023,Major trading partner 3 (% of imports),United States,,10.2
380,Italy,2015,Major trading partner 1 (% of exports),Germany,,13
380,Italy,2020,Major trading partner 1 (% of exports),Germany,,12.8
380,Italy,2023,Major trading partner 1 (% of exports),Germany,,11.9
380,Italy,2015,Major trading partner 1 (% of imports),Germany,,15.5
380,Italy,2020,Major trading partner 1 (% of imports),Germany,,16.4
380,Italy,2023,Major trading partner 1 (% of imports),Germany,,15.2
380,Italy,2015,Major trading partner 2 (% of exports),United States,,9
380,Italy,2020,Major trading partner 2 (% of exports),United States,,9.7
380,Italy,2023,Major trading partner 2 (% of exports),United States,,10.7
380,Italy,2015,Major trading partner 2 (% of imports),China,,7.6
380,Italy,2020,Major trading partner 2 (% of imports),China,,8.6
380,Italy,2023,Major trading partner 2 (% of imports),China,,8
380,Italy,2015,Major trading partner 3 (% of exports),France,,10.2
380,Italy,2020,Major trading partner 3 (% of exports),France,,10.3
380,Italy,2023,Major trading partner 3 (% of exports),France,,10.1
380,Italy,2015,Major trading partner 3 (% of imports),France,,8.7
380,Italy,2020,Major trading partner 3 (% of imports),France,,8.4
380,Italy,2023,Major trading partner 3 (% of imports),France,,7.9
388,Jamaica,2015,Major trading partner 1 (% of exports),United States,,37
388,Jamaica,2020,Major trading partner 1 (% of exports),United States,,45.6
388,Jamaica,2023,Major trading partner 1 (% of exports),United States,,60.7
388,Jamaica,2015,Major trading partner 1 (% of imports),United States,,38.5
388,Jamaica,2020,Major trading partner 1 (% of imports),United States,,40.4
388,Jamaica,2023,Major trading partner 1 (% of imports),United States,,41.7
388,Jamaica,2015,Major trading partner 2 (% of exports),Russian Federation,,7
388,Jamaica,2020,Major trading partner 2 (% of exports),Russian Federation,,5.5
388,Jamaica,2023,Major trading partner 2 (% of exports),Russian Federation,,5.2
388,Jamaica,2015,Major trading partner 2 (% of imports),China,,8.2
388,Jamaica,2020,Major trading partner 2 (% of imports),China,,8.2
388,Jamaica,2023,Major trading partner 2 (% of imports),China,,7.4
388,Jamaica,2015,Major trading partner 3 (% of exports),United Kingdom,,6.1
388,Jamaica,2020,Major trading partner 3 (% of exports),United Kingdom,,4.6
388,Jamaica,2023,Major trading partner 3 (% of exports),United Kingdom,,4.1
388,Jamaica,2015,Major trading partner 3 (% of imports),Brazil,,1.5
388,Jamaica,2020,Major trading partner 3 (% of imports),Brazil,,6.5
388,Jamaica,2023,Major trading partner 3 (% of imports),Brazil,,6.8
392,Japan,2015,Major trading partner 1 (% of exports),United States,,20.2
392,Japan,2020,Major trading partner 1 (% of exports),United States,,18.5
392,Japan,2023,Major trading partner 1 (% of exports),United States,,20.2
392,Japan,2015,Major trading partner 1 (% of imports),China,,25.7
392,Japan,2020,Major trading partner 1 (% of imports),China,,25.8
392,Japan,2023,Major trading partner 1 (% of imports),China,,22.4
392,Japan,2015,Major trading partner 2 (% of exports),China,,17.5
392,Japan,2020,Major trading partner 2 (% of exports),China,,22
392,Japan,2023,Major trading partner 2 (% of exports),China,,17.6
392,Japan,2015,Major trading partner 2 (% of imports),United States,,10.9
392,Japan,2020,Major trading partner 2 (% of imports),United States,,11.3
392,Japan,2023,Major trading partner 2 (% of imports),United States,,10.1
392,Japan,2015,Major trading partner 3 (% of exports),Republic of Korea,,7
392,Japan,2020,Major trading partner 3 (% of exports),Republic of Korea,,7
392,Japan,2023,Major trading partner 3 (% of exports),Republic of Korea,,6.5
392,Japan,2015,Major trading partner 3 (% of imports),Australia,,5.6
392,Japan,2020,Major trading partner 3 (% of imports),Australia,,5.6
392,Japan,2023,Major trading partner 3 (% of imports),Australia,,8.6
400,Jordan,2015,Major trading partner 1 (% of exports),United States,,18.5
400,Jordan,2020,Major trading partner 1 (% of exports),United States,,22.1
400,Jordan,2023,Major trading partner 1 (% of exports),United States,,22.3
400,Jordan,2015,Major trading partner 1 (% of imports),China,,12.9
400,Jordan,2020,Major trading partner 1 (% of imports),China,,16
400,Jordan,2023,Major trading partner 1 (% of imports),China,,15.2
400,Jordan,2015,Major trading partner 2 (% of exports),India,,7.5
400,Jordan,2020,Major trading partner 2 (% of exports),India,,11.2
400,Jordan,2023,Major trading partner 2 (% of exports),India,,14.1
400,Jordan,2015,Major trading partner 2 (% of imports),Saudi Arabia,,15
400,Jordan,2020,Major trading partner 2 (% of imports),Saudi Arabia,,12.4
400,Jordan,2023,Major trading partner 2 (% of imports),Saudi Arabia,,15.1
400,Jordan,2015,Major trading partner 3 (% of exports),Saudi Arabia,,15
400,Jordan,2020,Major trading partner 3 (% of exports),Saudi Arabia,,10.9
400,Jordan,2023,Major trading partner 3 (% of exports),Saudi Arabia,,9.5
400,Jordan,2015,Major trading partner 3 (% of imports),United Arab Emirates,,4.1
400,Jordan,2020,Major trading partner 3 (% of imports),United Arab Emirates,,3.7
400,Jordan,2023,Major trading partner 3 (% of imports),United Arab Emirates,,7.8
398,Kazakhstan,2015,Major trading partner 1 (% of exports),Italy,,17.7
398,Kazakhstan,2020,Major trading partner 1 (% of exports),Italy,,14
398,Kazakhstan,2023,Major trading partner 1 (% of exports),Italy,,18.8
398,Kazakhstan,2015,Major trading partner 1 (% of imports),China,,16.6
398,Kazakhstan,2020,Major trading partner 1 (% of imports),China,,16.4
398,Kazakhstan,2023,Major trading partner 1 (% of imports),China,,27.4
398,Kazakhstan,2015,Major trading partner 2 (% of exports),China,,11.9
398,Kazakhstan,2020,Major trading partner 2 (% of exports),China,,19.8
398,Kazakhstan,2023,Major trading partner 2 (% of exports),China,,18.7
398,Kazakhstan,2015,Major trading partner 2 (% of imports),Russian Federation,,34.4
398,Kazakhstan,2020,Major trading partner 2 (% of imports),Russian Federation,,35.4
398,Kazakhstan,2023,Major trading partner 2 (% of imports),Russian Federation,,26.5
398,Kazakhstan,2015,Major trading partner 3 (% of exports),Russian Federation,,9.9
398,Kazakhstan,2020,Major trading partner 3 (% of exports),Russian Federation,,10.5
398,Kazakhstan,2023,Major trading partner 3 (% of exports),Russian Federation,,12.4
398,Kazakhstan,2015,Major trading partner 3 (% of imports),Gambia,,0
398,Kazakhstan,2023,Major trading partner 3 (% of imports),Gambia,,4.8
404,Kenya,2015,Major trading partner 1 (% of exports),Uganda,,11.8
404,Kenya,2020,Major trading partner 1 (% of exports),Uganda,,11.2
404,Kenya,2023,Major trading partner 1 (% of exports),Uganda,,11.1
404,Kenya,2015,Major trading partner 1 (% of imports),China,,20.3
404,Kenya,2020,Major trading partner 1 (% of imports),China,,22
404,Kenya,2023,Major trading partner 1 (% of imports),China,,18.2
404,Kenya,2015,Major trading partner 2 (% of exports),United States,,7
404,Kenya,2020,Major trading partner 2 (% of exports),United States,,7.7
404,Kenya,2023,Major trading partner 2 (% of exports),United States,,9.2
404,Kenya,2015,Major trading partner 2 (% of imports),United Arab Emirates,,5.7
404,Kenya,2020,Major trading partner 2 (% of imports),United Arab Emirates,,5.6
404,Kenya,2023,Major trading partner 2 (% of imports),United Arab Emirates,,16.4
404,Kenya,2015,Major trading partner 3 (% of exports),Netherlands,,7.2
404,Kenya,2020,Major trading partner 3 (% of exports),Netherlands,,7.6
404,Kenya,2023,Major trading partner 3 (% of exports),Netherlands,,8
404,Kenya,2015,Major trading partner 3 (% of imports),India,,16
404,Kenya,2020,Major trading partner 3 (% of imports),India,,11.5
404,Kenya,2023,Major trading partner 3 (% of imports),India,,10.1
296,Kiribati,2020,Major trading partner 1 (% of exports),New Caledonia,,6.6
296,Kiribati,2023,Major trading partner 1 (% of exports),New Caledonia,,27.5
296,Kiribati,2015,Major trading partner 1 (% of imports),Fiji,,21.1
296,Kiribati,2020,Major trading partner 1 (% of imports),Fiji,,18
296,Kiribati,2023,Major trading partner 1 (% of imports),Fiji,,16.3
296,Kiribati,2015,Major trading partner 2 (% of exports),Malaysia,,23.1
296,Kiribati,2020,Major trading partner 2 (% of exports),Malaysia,,17.3
296,Kiribati,2023,Major trading partner 2 (% of exports),Malaysia,,19.1
296,Kiribati,2015,Major trading partner 2 (% of imports),China,,11.6
296,Kiribati,2020,Major trading partner 2 (% of imports),China,,14.1
296,Kiribati,2023,Major trading partner 2 (% of imports),China,,15.8
296,Kiribati,2015,Major trading partner 3 (% of exports),Japan,,14.7
296,Kiribati,2020,Major trading partner 3 (% of exports),Japan,,31.8
296,Kiribati,2023,Major trading partner 3 (% of exports),Japan,,19
296,Kiribati,2015,Major trading partner 3 (% of imports),Australia,,20
296,Kiribati,2020,Major trading partner 3 (% of imports),Australia,,15.6
296,Kiribati,2023,Major trading partner 3 (% of imports),Australia,,14.5
414,Kuwait,2015,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,0
414,Kuwait,2020,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,0
414,Kuwait,2023,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,94.2
414,Kuwait,2015,Major trading partner 1 (% of imports),China,,16.4
414,Kuwait,2020,Major trading partner 1 (% of imports),China,,17.4
414,Kuwait,2023,Major trading partner 1 (% of imports),China,,18.8
414,Kuwait,2015,Major trading partner 2 (% of exports),United Arab Emirates,,1.9
414,Kuwait,2020,Major trading partner 2 (% of exports),United Arab Emirates,,3.5
414,Kuwait,2023,Major trading partner 2 (% of exports),United Arab Emirates,,1
414,Kuwait,2015,Major trading partner 2 (% of imports),United Arab Emirates,,9.4
414,Kuwait,2020,Major trading partner 2 (% of imports),United Arab Emirates,,8.2
414,Kuwait,2023,Major trading partner 2 (% of imports),United Arab Emirates,,12
414,Kuwait,2015,Major trading partner 3 (% of exports),India,,9.7
414,Kuwait,2020,Major trading partner 3 (% of exports),India,,11.2
414,Kuwait,2023,Major trading partner 3 (% of exports),India,,0.9
414,Kuwait,2015,Major trading partner 3 (% of imports),United States,,9.2
414,Kuwait,2020,Major trading partner 3 (% of imports),United States,,8.5
414,Kuwait,2023,Major trading partner 3 (% of imports),United States,,8.6
417,Kyrgyzstan,2015,Major trading partner 1 (% of exports),Russian Federation,,10.9
417,Kyrgyzstan,2020,Major trading partner 1 (% of exports),Russian Federation,,11.7
417,Kyrgyzstan,2023,Major trading partner 1 (% of exports),Russian Federation,,47.4
417,Kyrgyzstan,2015,Major trading partner 1 (% of imports),China,,25.3
417,Kyrgyzstan,2020,Major trading partner 1 (% of imports),China,,21.8
417,Kyrgyzstan,2023,Major trading partner 1 (% of imports),China,,41.5
417,Kyrgyzstan,2015,Major trading partner 2 (% of exports),Kazakhstan,,15.8
417,Kyrgyzstan,2020,Major trading partner 2 (% of exports),Kazakhstan,,12.3
417,Kyrgyzstan,2023,Major trading partner 2 (% of exports),Kazakhstan,,18.2
417,Kyrgyzstan,2015,Major trading partner 2 (% of imports),Russian Federation,,31.3
417,Kyrgyzstan,2020,Major trading partner 2 (% of imports),Russian Federation,,32.2
417,Kyrgyzstan,2023,Major trading partner 2 (% of imports),Russian Federation,,24.5
417,Kyrgyzstan,2015,Major trading partner 3 (% of exports),Uzbekistan,,6.6
417,Kyrgyzstan,2020,Major trading partner 3 (% of exports),Uzbekistan,,8.2
417,Kyrgyzstan,2023,Major trading partner 3 (% of exports),Uzbekistan,,10.5
417,Kyrgyzstan,2015,Major trading partner 3 (% of imports),Kazakhstan,,16.7
417,Kyrgyzstan,2020,Major trading partner 3 (% of imports),Kazakhstan,,12.8
417,Kyrgyzstan,2023,Major trading partner 3 (% of imports),Kazakhstan,,7.8
418,Lao People's Dem. Rep.,2015,Major trading partner 1 (% of exports),Thailand,,33.8
418,Lao People's Dem. Rep.,2020,Major trading partner 1 (% of exports),Thailand,,34.7
418,Lao People's Dem. Rep.,2023,Major trading partner 1 (% of exports),Thailand,,32.2
418,Lao People's Dem. Rep.,2015,Major trading partner 1 (% of imports),Thailand,,58.8
418,Lao People's Dem. Rep.,2020,Major trading partner 1 (% of imports),Thailand,,49.6
418,Lao People's Dem. Rep.,2023,Major trading partner 1 (% of imports),Thailand,,46.7
418,Lao People's Dem. Rep.,2015,Major trading partner 2 (% of exports),China,,34.8
418,Lao People's Dem. Rep.,2020,Major trading partner 2 (% of exports),China,,28.8
418,Lao People's Dem. Rep.,2023,Major trading partner 2 (% of exports),China,,31.4
418,Lao People's Dem. Rep.,2015,Major trading partner 2 (% of imports),China,,18.9
418,Lao People's Dem. Rep.,2020,Major trading partner 2 (% of imports),China,,25.8
418,Lao People's Dem. Rep.,2023,Major trading partner 2 (% of imports),China,,22.6
418,Lao People's Dem. Rep.,2015,Major trading partner 3 (% of exports),Viet Nam,,18
418,Lao People's Dem. Rep.,2020,Major trading partner 3 (% of exports),Viet Nam,,19.6
418,Lao People's Dem. Rep.,2023,Major trading partner 3 (% of exports),Viet Nam,,17.5
418,Lao People's Dem. Rep.,2015,Major trading partner 3 (% of imports),Viet Nam,,13.9
418,Lao People's Dem. Rep.,2020,Major trading partner 3 (% of imports),Viet Nam,,8
418,Lao People's Dem. Rep.,2023,Major trading partner 3 (% of imports),Viet Nam,,7.9
428,Latvia,2015,Major trading partner 1 (% of exports),Lithuania,,20.3
428,Latvia,2020,Major trading partner 1 (% of exports),Lithuania,,16.3
428,Latvia,2023,Major trading partner 1 (% of exports),Lithuania,,18.1
428,Latvia,2015,Major trading partner 1 (% of imports),Lithuania,,17.1
428,Latvia,2020,Major trading partner 1 (% of imports),Lithuania,,17.9
428,Latvia,2023,Major trading partner 1 (% of imports),Lithuania,,21.2
428,Latvia,2015,Major trading partner 2 (% of exports),Estonia,,11.5
428,Latvia,2020,Major trading partner 2 (% of exports),Estonia,,11.7
428,Latvia,2023,Major trading partner 2 (% of exports),Estonia,,11.6
428,Latvia,2015,Major trading partner 2 (% of imports),Germany,,11
428,Latvia,2020,Major trading partner 2 (% of imports),Germany,,10.4
428,Latvia,2023,Major trading partner 2 (% of imports),Germany,,11.1
428,Latvia,2015,Major trading partner 3 (% of exports),Germany,,6.3
428,Latvia,2020,Major trading partner 3 (% of exports),Germany,,7.2
428,Latvia,2023,Major trading partner 3 (% of exports),Germany,,7
428,Latvia,2015,Major trading partner 3 (% of imports),Poland,,10.8
428,Latvia,2020,Major trading partner 3 (% of imports),Poland,,10.2
428,Latvia,2023,Major trading partner 3 (% of imports),Poland,,10.6
422,Lebanon,2015,Major trading partner 1 (% of exports),United Arab Emirates,,10.6
422,Lebanon,2020,Major trading partner 1 (% of exports),United Arab Emirates,,14.5
422,Lebanon,2023,Major trading partner 1 (% of exports),United Arab Emirates,,23.3
422,Lebanon,2015,Major trading partner 1 (% of imports),China,,11.2
422,Lebanon,2020,Major trading partner 1 (% of imports),China,,6.6
422,Lebanon,2023,Major trading partner 1 (% of imports),China,,13.8
422,Lebanon,2015,Major trading partner 2 (% of exports),Syria,,7.1
422,Lebanon,2020,Major trading partner 2 (% of exports),Syria,,3.2
422,Lebanon,2023,Major trading partner 2 (% of exports),Syria,,9.6
422,Lebanon,2015,Major trading partner 2 (% of imports),Türkiye,,3.5
422,Lebanon,2020,Major trading partner 2 (% of imports),Türkiye,,7.4
422,Lebanon,2023,Major trading partner 2 (% of imports),Türkiye,,12.4
422,Lebanon,2015,Major trading partner 3 (% of exports),Türkiye,,2.6
422,Lebanon,2020,Major trading partner 3 (% of exports),Türkiye,,2.6
422,Lebanon,2023,Major trading partner 3 (% of exports),Türkiye,,4.5
422,Lebanon,2015,Major trading partner 3 (% of imports),Greece,,4.2
422,Lebanon,2020,Major trading partner 3 (% of imports),Greece,,7.6
422,Lebanon,2023,Major trading partner 3 (% of imports),Greece,,9.8
426,Lesotho,2015,Major trading partner 1 (% of exports),South Africa,,30.7
426,Lesotho,2020,Major trading partner 1 (% of exports),South Africa,,37
426,Lesotho,2023,Major trading partner 1 (% of exports),South Africa,,50.4
426,Lesotho,2015,Major trading partner 1 (% of imports),South Africa,,74.6
426,Lesotho,2020,Major trading partner 1 (% of imports),South Africa,,71
426,Lesotho,2023,Major trading partner 1 (% of imports),South Africa,,77.4
426,Lesotho,2015,Major trading partner 2 (% of exports),United States,,28.8
426,Lesotho,2020,Major trading partner 2 (% of exports),United States,,27
426,Lesotho,2023,Major trading partner 2 (% of exports),United States,,26.2
426,Lesotho,2015,Major trading partner 2 (% of imports),China,,5.2
426,Lesotho,2020,Major trading partner 2 (% of imports),China,,6.6
426,Lesotho,2023,Major trading partner 2 (% of imports),China,,6.2
426,Lesotho,2015,Major trading partner 3 (% of exports),Belgium,,30.4
426,Lesotho,2020,Major trading partner 3 (% of exports),Belgium,,31.8
426,Lesotho,2023,Major trading partner 3 (% of exports),Belgium,,19.1
426,Lesotho,2015,Major trading partner 3 (% of imports),"Other Asia, nes",,8.2
426,Lesotho,2020,Major trading partner 3 (% of imports),"Other Asia, nes",,6.2
426,Lesotho,2023,Major trading partner 3 (% of imports),"Other Asia, nes",,4.2
430,Liberia,2015,Major trading partner 1 (% of exports),Switzerland,,2.6
430,Liberia,2020,Major trading partner 1 (% of exports),Switzerland,,8.6
430,Liberia,2023,Major trading partner 1 (% of exports),Switzerland,,31
430,Liberia,2015,Major trading partner 1 (% of imports),China,,31.4
430,Liberia,2020,Major trading partner 1 (% of imports),China,,48.9
430,Liberia,2023,Major trading partner 1 (% of imports),China,,38.5
430,Liberia,2015,Major trading partner 2 (% of exports),United Kingdom,,0.2
430,Liberia,2020,Major trading partner 2 (% of exports),United Kingdom,,0.3
430,Liberia,2023,Major trading partner 2 (% of exports),United Kingdom,,13.2
430,Liberia,2015,Major trading partner 2 (% of imports),Singapore,,11.6
430,Liberia,2020,Major trading partner 2 (% of imports),Singapore,,11.5
430,Liberia,2023,Major trading partner 2 (% of imports),Singapore,,20
430,Liberia,2015,Major trading partner 3 (% of exports),France,,4.9
430,Liberia,2020,Major trading partner 3 (% of exports),France,,12.4
430,Liberia,2023,Major trading partner 3 (% of exports),France,,8.6
430,Liberia,2015,Major trading partner 3 (% of imports),Republic of Korea,,4.5
430,Liberia,2020,Major trading partner 3 (% of imports),Republic of Korea,,4.5
430,Liberia,2023,Major trading partner 3 (% of imports),Republic of Korea,,15.1
434,Libya,2015,Major trading partner 1 (% of exports),Italy,,34.9
434,Libya,2020,Major trading partner 1 (% of exports),Italy,,33.2
434,Libya,2023,Major trading partner 1 (% of exports),Italy,,22.1
434,Libya,2015,Major trading partner 1 (% of imports),China,,11.3
434,Libya,2020,Major trading partner 1 (% of imports),China,,15.7
434,Libya,2023,Major trading partner 1 (% of imports),China,,17.6
434,Libya,2015,Major trading partner 2 (% of exports),Germany,,1
434,Libya,2020,Major trading partner 2 (% of exports),Germany,,1.4
434,Libya,2023,Major trading partner 2 (% of exports),Germany,,14.3
434,Libya,2015,Major trading partner 2 (% of imports),Türkiye,,8.7
434,Libya,2020,Major trading partner 2 (% of imports),Türkiye,,13.2
434,Libya,2023,Major trading partner 2 (% of imports),Türkiye,,14.7
434,Libya,2015,Major trading partner 3 (% of exports),Spain,,11.1
434,Libya,2020,Major trading partner 3 (% of exports),Spain,,11.6
434,Libya,2023,Major trading partner 3 (% of exports),Spain,,8.6
434,Libya,2015,Major trading partner 3 (% of imports),Italy,,12.5
434,Libya,2020,Major trading partner 3 (% of imports),Italy,,8.9
434,Libya,2023,Major trading partner 3 (% of imports),Italy,,8.3
440,Lithuania,2015,Major trading partner 1 (% of exports),Latvia,,9.9
440,Lithuania,2020,Major trading partner 1 (% of exports),Latvia,,9.2
440,Lithuania,2023,Major trading partner 1 (% of exports),Latvia,,10.8
440,Lithuania,2015,Major trading partner 1 (% of imports),Germany,,11.5
440,Lithuania,2020,Major trading partner 1 (% of imports),Germany,,12.9
440,Lithuania,2023,Major trading partner 1 (% of imports),Germany,,13.8
440,Lithuania,2015,Major trading partner 2 (% of exports),Poland,,9.7
440,Lithuania,2020,Major trading partner 2 (% of exports),Poland,,6.4
440,Lithuania,2023,Major trading partner 2 (% of exports),Poland,,9.3
440,Lithuania,2015,Major trading partner 2 (% of imports),Poland,,10.3
440,Lithuania,2020,Major trading partner 2 (% of imports),Poland,,13.1
440,Lithuania,2023,Major trading partner 2 (% of imports),Poland,,13.2
440,Lithuania,2015,Major trading partner 3 (% of exports),Germany,,7.8
440,Lithuania,2020,Major trading partner 3 (% of exports),Germany,,8.1
440,Lithuania,2023,Major trading partner 3 (% of exports),Germany,,7.8
440,Lithuania,2015,Major trading partner 3 (% of imports),Latvia,,8.3
440,Lithuania,2020,Major trading partner 3 (% of imports),Latvia,,7.8
440,Lithuania,2023,Major trading partner 3 (% of imports),Latvia,,8.1
442,Luxembourg,2015,Major trading partner 1 (% of exports),Germany,,27.1
442,Luxembourg,2020,Major trading partner 1 (% of exports),Germany,,26
442,Luxembourg,2023,Major trading partner 1 (% of exports),Germany,,25.4
442,Luxembourg,2015,Major trading partner 1 (% of imports),Belgium,,22.7
442,Luxembourg,2020,Major trading partner 1 (% of imports),Belgium,,24.3
442,Luxembourg,2023,Major trading partner 1 (% of imports),Belgium,,24.4
442,Luxembourg,2015,Major trading partner 2 (% of exports),France,,14
442,Luxembourg,2020,Major trading partner 2 (% of exports),France,,16.3
442,Luxembourg,2023,Major trading partner 2 (% of exports),France,,15.6
442,Luxembourg,2015,Major trading partner 2 (% of imports),Germany,,24
442,Luxembourg,2020,Major trading partner 2 (% of imports),Germany,,24.1
442,Luxembourg,2023,Major trading partner 2 (% of imports),Germany,,21.8
442,Luxembourg,2015,Major trading partner 3 (% of exports),Belgium,,12.7
442,Luxembourg,2020,Major trading partner 3 (% of exports),Belgium,,12.4
442,Luxembourg,2023,Major trading partner 3 (% of exports),Belgium,,12.3
442,Luxembourg,2015,Major trading partner 3 (% of imports),France,,11.9
442,Luxembourg,2020,Major trading partner 3 (% of imports),France,,10.7
442,Luxembourg,2023,Major trading partner 3 (% of imports),France,,10.4
450,Madagascar,2015,Major trading partner 1 (% of exports),France,,20.2
450,Madagascar,2020,Major trading partner 1 (% of exports),France,,22.3
450,Madagascar,2023,Major trading partner 1 (% of exports),France,,14.5
450,Madagascar,2015,Major trading partner 1 (% of imports),China,,18.2
450,Madagascar,2020,Major trading partner 1 (% of imports),China,,21.1
450,Madagascar,2023,Major trading partner 1 (% of imports),China,,17
450,Madagascar,2015,Major trading partner 2 (% of exports),United States,,10.8
450,Madagascar,2020,Major trading partner 2 (% of exports),United States,,22.2
450,Madagascar,2023,Major trading partner 2 (% of exports),United States,,12.6
450,Madagascar,2015,Major trading partner 2 (% of imports),Oman,,0.3
450,Madagascar,2020,Major trading partner 2 (% of imports),Oman,,2.7
450,Madagascar,2023,Major trading partner 2 (% of imports),Oman,,13.5
450,Madagascar,2015,Major trading partner 3 (% of exports),Japan,,5.3
450,Madagascar,2020,Major trading partner 3 (% of exports),Japan,,3
450,Madagascar,2023,Major trading partner 3 (% of exports),Japan,,8.2
450,Madagascar,2015,Major trading partner 3 (% of imports),France,,6.2
450,Madagascar,2020,Major trading partner 3 (% of imports),France,,11.7
450,Madagascar,2023,Major trading partner 3 (% of imports),France,,11.2
454,Malawi,2015,Major trading partner 1 (% of exports),Belgium,,10.6
454,Malawi,2020,Major trading partner 1 (% of exports),Belgium,,20.7
454,Malawi,2023,Major trading partner 1 (% of exports),Belgium,,15.9
454,Malawi,2015,Major trading partner 1 (% of imports),China,,13
454,Malawi,2020,Major trading partner 1 (% of imports),China,,16.2
454,Malawi,2023,Major trading partner 1 (% of imports),China,,17.4
454,Malawi,2015,Major trading partner 2 (% of exports),United Rep. Tanzania,,1.8
454,Malawi,2020,Major trading partner 2 (% of exports),United Rep. Tanzania,,4.3
454,Malawi,2023,Major trading partner 2 (% of exports),United Rep. Tanzania,,10.9
454,Malawi,2015,Major trading partner 2 (% of imports),South Africa,,18.1
454,Malawi,2020,Major trading partner 2 (% of imports),South Africa,,20.5
454,Malawi,2023,Major trading partner 2 (% of imports),South Africa,,15.6
454,Malawi,2015,Major trading partner 3 (% of exports),China,,5.8
454,Malawi,2020,Major trading partner 3 (% of exports),China,,4.3
454,Malawi,2023,Major trading partner 3 (% of exports),China,,5.6
454,Malawi,2015,Major trading partner 3 (% of imports),United Arab Emirates,,11
454,Malawi,2020,Major trading partner 3 (% of imports),United Arab Emirates,,10.1
454,Malawi,2023,Major trading partner 3 (% of imports),United Arab Emirates,,12.4
458,Malaysia,2015,Major trading partner 1 (% of exports),Singapore,,13.9
458,Malaysia,2020,Major trading partner 1 (% of exports),Singapore,,14.4
458,Malaysia,2023,Major trading partner 1 (% of exports),Singapore,,15.4
458,Malaysia,2015,Major trading partner 1 (% of imports),China,,18.9
458,Malaysia,2020,Major trading partner 1 (% of imports),China,,21.5
458,Malaysia,2023,Major trading partner 1 (% of imports),China,,21.3
458,Malaysia,2015,Major trading partner 2 (% of exports),China,,13
458,Malaysia,2020,Major trading partner 2 (% of exports),China,,16.2
